Product_Code,Product_Name,Category,Cost_Price,Selling_Price
SKU-12221,Urban Denim Tie - Rose Gold,Fashion accessories,31.05,40.21
SKU-12222,Derma Oil-Free Lip Balm - 150g (V28),Health and beauty,47.71,73.0
SKU-12223,Peak Breathable Sleeping Bag - Neon Green,Sports and travel,27.53,39.59
SKU-12224,Classic Silk Hat - Silver,Fashion accessories,33.66,52.73
SKU-12225,Trek Heavy-Duty Tent - Neon Green,Sports and travel,63.39,94.23
SKU-12226,Premium Crunchy Pasta - 1L,Food and beverages,10.68,12.43
SKU-12227,Cozy Rustic Cushion - Clear,Home and lifestyle,33.58,50.85
SKU-12228,Aura Hydrating Perfume - Travel Size,Health and beauty,24.38,33.05
SKU-12229,Vogue Vintage Sunglasses - Silver,Fashion accessories,28.84,38.93
SKU-12230,HomeStyle Glass Towel Set - White,Home and lifestyle,60.94,87.53
SKU-12231,Elite Silk Wallet - Rose Gold,Fashion accessories,62.7,89.09
SKU-12232,Golden Roasted Almonds - 500ml,Food and beverages,3.14,3.68
SKU-12233,Urban Rustic Coffee Mug - Oak,Home and lifestyle,13.23,20.2
SKU-12234,Eco Bluetooth Adapter - White,Electronic accessories,88.28,130.04
SKU-12235,Vital Organic Deodorant - 150g,Health and beauty,56.32,85.23
SKU-12236,Tasty Gluten-Free Chocolate - 500g,Food and beverages,14.08,17.63
SKU-12237,Modern Minimalist Cushion - Beige,Home and lifestyle,64.89,84.49
SKU-12238,Golden Roasted Almonds - Pack of 6,Food and beverages,18.58,22.07
SKU-12239,ProFit Durable Yoga Mat - Blue,Sports and travel,62.4,92.92
SKU-12240,Smart Bluetooth Webcam - White (V38),Electronic accessories,104.35,133.14
SKU-12241,Classic Wooden Cushion - Clear,Home and lifestyle,33.21,51.69
SKU-12242,Smart Heavy Duty Power Bank - Grey,Electronic accessories,120.18,167.95
SKU-12243,Elite Vintage Wallet - Black,Fashion accessories,48.0,61.19
SKU-12244,Smart Mini Adapter - Blue,Electronic accessories,18.36,25.93
SKU-12245,Vogue Polarized Scarf - Navy,Fashion accessories,16.36,22.78
SKU-12246,Modern Stainless Steel Coffee Mug - Oak,Home and lifestyle,34.94,50.58
SKU-12247,Trek Ergonomic Resistance Bands - Grey,Sports and travel,66.34,86.9
SKU-12248,Retro Leather Hat - Brown,Fashion accessories,70.54,105.34
SKU-12249,Clear Natural Face Cream - 150g,Health and beauty,12.87,20.12
SKU-12250,Retro Denim Belt - Rose Gold (V12),Fashion accessories,37.19,55.86
SKU-12251,Giga Bluetooth Earbuds - Silver,Electronic accessories,27.97,41.25
SKU-12252,Peak Compact Jump Rope - Blue,Sports and travel,20.8,30.96
SKU-12253,Clear Hydrating Serum - 100ml,Health and beauty,7.72,10.11
SKU-12254,LuxeHome Wooden Coffee Mug - Grey,Home and lifestyle,55.98,77.54
SKU-12255,Aura Soothing Lip Balm - 100ml (V66),Health and beauty,45.12,67.94
SKU-12256,Aura Organic Body Lotion - 50ml,Health and beauty,45.91,66.17
SKU-12257,Nova Wireless Adapter - Black,Electronic accessories,104.68,148.55
SKU-12258,Derma Soothing Deodorant - Travel Size,Health and beauty,43.36,62.69
SKU-12259,Classic Denim Scarf - Black,Fashion accessories,63.63,100.39
SKU-12260,Pulse Portable Headphones - Blue (V90),Electronic accessories,127.91,184.74
SKU-12261,Retro Silk Scarf - Brown,Fashion accessories,55.4,72.22
SKU-12262,Cozy Wooden Picture Frame - Black,Home and lifestyle,29.48,42.41
SKU-12263,Smart Portable Adapter - Red,Electronic accessories,127.67,169.89
SKU-12264,Urban Rustic Coffee Mug - White,Home and lifestyle,23.1,29.06
SKU-12265,Vital Natural Shampoo - 150g,Health and beauty,74.05,96.47
SKU-12266,Organic Sweet Olive Oil - 500ml,Food and beverages,4.51,5.71
SKU-12267,Urban Minimalist Wall Clock - White,Home and lifestyle,8.44,12.98
SKU-12268,Elite Vintage Watch - Rose Gold,Fashion accessories,33.4,50.03
SKU-12269,Aero Ergonomic Water Bottle - Red,Sports and travel,55.03,70.42
SKU-12270,Retro Polarized Backpack - Silver,Fashion accessories,10.83,17.07
SKU-12271,EcoLiving Minimalist Cushion - Oak,Home and lifestyle,76.62,117.37
SKU-12272,Daily Spicy Cereal - 1Kg,Food and beverages,4.19,5.44
SKU-12273,Clear Vitamin C Face Cream - Pack of 2,Health and beauty,35.17,55.65
SKU-12274,Giga Slim Adapter - Grey,Electronic accessories,47.12,63.94
SKU-12275,Summit Ergonomic Resistance Bands - Black,Sports and travel,79.29,120.74
SKU-12276,Pure Hydrating Perfume - Travel Size,Health and beauty,30.65,38.68
SKU-12277,Organic Sweet Cookies - 500g,Food and beverages,1.99,2.31
SKU-12278,FarmFresh Spicy Juice - 250g,Food and beverages,15.54,18.8
SKU-12279,Pure Vitamin C Face Cream - 100ml,Health and beauty,37.9,52.14
SKU-12280,Summit Compact Backpack - Neon Green,Sports and travel,45.03,61.09
SKU-12281,FarmFresh Crunchy Cereal - Pack of 6,Food and beverages,5.2,6.19
SKU-12282,Cozy Ceramic Table Lamp - White,Home and lifestyle,15.88,22.44
SKU-12283,Golden Gluten-Free Chocolate - 250g,Food and beverages,9.18,11.45
SKU-12284,Velocity Waterproof Sleeping Bag - Neon Green,Sports and travel,45.24,62.72
SKU-12285,Motion Lightweight Jump Rope - Neon Green,Sports and travel,39.44,61.55
SKU-12286,Nova Portable Webcam - Black (V97),Electronic accessories,90.06,134.01
SKU-12287,Daily Crunchy Honey - 250g,Food and beverages,7.46,9.17
SKU-12288,Essence Anti-Aging Serum - Pack of 2,Health and beauty,60.05,86.3
SKU-12289,LuxeHome Minimalist Picture Frame - Grey (V26),Home and lifestyle,44.33,58.8
SKU-12290,Eco Portable Webcam - Black,Electronic accessories,18.55,23.91
SKU-12291,Velocity Waterproof Gym Bag - Orange,Sports and travel,40.79,53.55
SKU-12292,Modern Ceramic Wall Clock - Grey,Home and lifestyle,31.83,42.43
SKU-12293,Chic Polarized Wallet - Navy,Fashion accessories,59.98,77.93
SKU-12294,Retro Leather Gloves - Black,Fashion accessories,73.64,96.43
SKU-12295,Pure Salted Pasta - 250g,Food and beverages,11.69,15.04
SKU-12296,Nature's Gluten-Free Cookies - 500ml,Food and beverages,9.79,12.37
SKU-12297,Trendy Silk Wallet - Rose Gold,Fashion accessories,59.28,86.39
SKU-12298,Nova Fast-Charging Power Bank - Silver,Electronic accessories,108.51,156.44
SKU-12299,Golden Salted Almonds - 250g,Food and beverages,8.62,10.16
SKU-12300,TechPro Fast-Charging Power Bank - Black,Electronic accessories,111.45,139.2
SKU-12301,Velocity Lightweight Yoga Mat - Black,Sports and travel,18.07,23.86
SKU-12302,Chic Leather Hat - Rose Gold,Fashion accessories,37.11,48.95
SKU-12303,Nova Heavy Duty Webcam - Black,Electronic accessories,101.6,142.96
SKU-12304,Elite Denim Scarf - Gold,Fashion accessories,46.92,73.57
SKU-12305,Organic Roasted Green Tea - 500ml,Food and beverages,1.85,2.33
SKU-12306,Velocity Durable Gym Bag - Neon Green,Sports and travel,17.71,23.34
SKU-12307,Motion Heavy-Duty Dumbbells - Neon Green,Sports and travel,44.75,66.96
SKU-12308,Active Durable Sleeping Bag - Grey,Sports and travel,47.95,73.99
SKU-12309,Classic Minimalist Vase - Clear,Home and lifestyle,16.94,24.75
SKU-12310,ProFit Compact Dumbbells - Red,Sports and travel,68.46,108.38
SKU-12311,Retro Polarized Tie - Silver,Fashion accessories,10.72,13.97
SKU-12312,Pure Vitamin C Conditioner - 50ml,Health and beauty,42.01,55.36
SKU-12313,Motion Ergonomic Gym Bag - Black,Sports and travel,25.64,38.14
SKU-12314,HomeStyle Glass Bed Sheets - White,Home and lifestyle,7.66,9.87
SKU-12315,ProFit Durable Travel Pillow - Grey (V63),Sports and travel,79.22,107.62
SKU-12316,Cyber Portable Headphones - Silver,Electronic accessories,47.78,62.76
SKU-12317,Urban Leather Backpack - Silver,Fashion accessories,57.45,75.98
SKU-12318,Vogue Vintage Hat - Rose Gold,Fashion accessories,31.51,47.71
SKU-12319,Luxe Leather Wallet - Black,Fashion accessories,68.21,106.77
SKU-12320,Peak Heavy-Duty Sleeping Bag - Neon Green,Sports and travel,26.17,35.17
SKU-12321,Pure Natural Lip Balm - 200ml,Health and beauty,11.67,16.84
SKU-12322,Cyber Fast-Charging Earbuds - Red,Electronic accessories,99.95,136.1
SKU-12323,Cyber Slim Mouse - Black,Electronic accessories,117.8,175.53
SKU-12324,Vogue Leather Wallet - Black,Fashion accessories,16.99,26.63
SKU-12325,HomeStyle Ceramic Bed Sheets - Clear,Home and lifestyle,66.94,92.15
SKU-12326,Classic Polarized Sunglasses - Navy (V7),Fashion accessories,22.63,34.93
SKU-12327,ProFit Compact Travel Pillow - Blue,Sports and travel,50.4,65.92
SKU-12328,Glow Anti-Aging Sunscreen - 200ml (V67),Health and beauty,14.48,21.64
SKU-12329,Essence Soothing Body Lotion - 200ml,Health and beauty,75.69,107.2
SKU-12330,Pulse Wireless Webcam - Black,Electronic accessories,88.49,119.63
SKU-12331,Golden Roasted Cereal - 500ml,Food and beverages,3.83,4.47
SKU-12332,Pulse Fast-Charging Earbuds - Red,Electronic accessories,133.78,188.93
SKU-12333,Organic Crunchy Chocolate - Pack of 6,Food and beverages,15.65,19.49
SKU-12334,Derma Organic Perfume - 200ml,Health and beauty,11.76,16.0
SKU-12335,Nova Heavy Duty Keyboard - Grey,Electronic accessories,15.24,20.49
SKU-12336,Smart Slim Cable - Blue,Electronic accessories,136.65,183.44
SKU-12337,Vogue Vintage Wallet - Brown,Fashion accessories,76.62,108.61
SKU-12338,Eco Heavy Duty Speaker - Blue,Electronic accessories,128.31,157.87
SKU-12339,Elite Silk Tie - Navy,Fashion accessories,45.94,70.48
SKU-12340,Tasty Salted Almonds - 250g (V82),Food and beverages,4.58,5.79
SKU-12341,Luxe Denim Wallet - Navy,Fashion accessories,35.94,50.48
SKU-12342,Chic Polarized Gloves - Rose Gold,Fashion accessories,46.6,62.43
SKU-12343,Cyber Fast-Charging Earbuds - Red (V70),Electronic accessories,50.41,70.7
SKU-12344,Urban Wooden Towel Set - Oak,Home and lifestyle,74.22,113.48
SKU-12345,LuxeHome Glass Candle - Clear (V98),Home and lifestyle,10.49,14.08
SKU-12346,Elite Leather Watch - Gold (V67),Fashion accessories,12.58,18.63
SKU-12347,Trendy Denim Tie - Black,Fashion accessories,66.25,89.75
SKU-12348,Essence Hydrating Perfume - 50ml,Health and beauty,32.7,52.17
SKU-12349,Retro Canvas Sunglasses - Silver,Fashion accessories,13.72,21.63
SKU-12350,Golden Sweet Almonds - 250g,Food and beverages,13.76,16.8
SKU-12351,Golden Vegan Honey - 1L,Food and beverages,13.73,17.44
SKU-12352,Nova Wireless Speaker - Grey,Electronic accessories,83.46,107.0
SKU-12353,Urban Silk Hat - Navy,Fashion accessories,65.97,90.03
SKU-12354,FarmFresh Sweet Cereal - 500ml,Food and beverages,18.77,24.22
SKU-12355,Cozy Wooden Coffee Mug - Oak,Home and lifestyle,61.63,84.62
SKU-12356,FarmFresh Roasted Honey - 1Kg,Food and beverages,13.03,16.34
SKU-12357,Active Lightweight Jump Rope - Blue,Sports and travel,65.6,87.59
SKU-12358,Eco Mini Mouse - Blue,Electronic accessories,47.14,56.87
SKU-12359,Active Waterproof Dumbbells - Neon Green,Sports and travel,42.24,63.83
SKU-12360,Urban Minimalist Vase - Clear,Home and lifestyle,78.72,120.11
SKU-12361,Classic Cotton Wall Clock - Clear (V22),Home and lifestyle,77.85,122.13
SKU-12362,Tasty Roasted Almonds - 1L,Food and beverages,1.88,2.2
SKU-12363,Daily Sweet Honey - 1Kg (V50),Food and beverages,4.04,5.02
SKU-12364,Pure Vegan Honey - Pack of 6,Food and beverages,7.93,9.91
SKU-12365,Nova Heavy Duty Mouse - Black,Electronic accessories,39.16,57.03
SKU-12366,Modern Minimalist Picture Frame - Clear,Home and lifestyle,77.76,103.86
SKU-12367,Nova Wireless Adapter - Blue,Electronic accessories,115.36,168.07
SKU-12368,Organic Vegan Coffee Beans - 500g,Food and beverages,9.53,11.97
SKU-12369,Clear Natural Lip Balm - Travel Size,Health and beauty,56.25,79.86
SKU-12370,Derma Vitamin C Face Cream - 150g,Health and beauty,18.77,27.14
SKU-12371,Chic Denim Hat - Brown,Fashion accessories,28.25,43.28
SKU-12372,Aero Lightweight Travel Pillow - Red,Sports and travel,60.54,84.64
SKU-12373,Motion Durable Water Bottle - Blue (V53),Sports and travel,29.05,39.49
SKU-12374,Aero Waterproof Resistance Bands - Neon Green,Sports and travel,24.21,37.45
SKU-12375,Urban Rustic Picture Frame - Grey,Home and lifestyle,59.02,76.35
SKU-12376,LuxeHome Glass Coffee Mug - White,Home and lifestyle,62.85,92.62
SKU-12377,LuxeHome Minimalist Candle - Clear,Home and lifestyle,15.84,21.78
SKU-12378,Velocity Heavy-Duty Travel Pillow - Grey,Sports and travel,35.92,46.16
SKU-12379,Daily Vegan Pasta - 500ml,Food and beverages,7.32,8.51
SKU-12380,Smart Fast-Charging Headphones - Blue,Electronic accessories,29.94,43.36
SKU-12381,Pure Spicy Pasta - 250g (V41),Food and beverages,14.57,18.25
SKU-12382,Luxe Leather Gloves - Rose Gold,Fashion accessories,15.15,20.12
SKU-12383,Motion Compact Jump Rope - Red,Sports and travel,62.67,96.8
SKU-12384,Radiant Soothing Body Wash - 200ml,Health and beauty,11.02,15.88
SKU-12385,Pure Oil-Free Perfume - 200ml,Health and beauty,9.94,15.83
SKU-12386,Classic Cotton Gloves - Rose Gold (V20),Fashion accessories,41.49,61.38
SKU-12387,Urban Wooden Coffee Mug - Black,Home and lifestyle,66.53,93.46
SKU-12388,Essence Organic Face Cream - Travel Size,Health and beauty,69.23,107.02
SKU-12389,Pure Hydrating Shampoo - Pack of 2,Health and beauty,17.37,25.28
SKU-12390,Trek Heavy-Duty Dumbbells - Grey,Sports and travel,62.6,93.77
SKU-12391,Trendy Cotton Tie - Silver,Fashion accessories,28.44,36.11
SKU-12392,Elite Leather Scarf - Silver,Fashion accessories,59.67,88.25
SKU-12393,Nova Portable Power Bank - Black,Electronic accessories,61.12,78.9
SKU-12394,Vogue Leather Scarf - Brown,Fashion accessories,49.92,65.97
SKU-12395,Glow Anti-Aging Body Lotion - Travel Size,Health and beauty,64.23,84.75
SKU-12396,Organic Gluten-Free Olive Oil - 1Kg,Food and beverages,5.45,6.37
SKU-12397,Vogue Canvas Belt - Navy,Fashion accessories,63.99,87.92
SKU-12398,HomeStyle Minimalist Candle - White,Home and lifestyle,31.3,39.95
SKU-12399,Radiant Oil-Free Lip Balm - 100ml,Health and beauty,17.93,26.93
SKU-12400,Clear Hydrating Conditioner - 200ml,Health and beauty,70.64,104.64
SKU-12401,Vital Anti-Aging Serum - Travel Size,Health and beauty,49.87,74.51
SKU-12402,EcoLiving Ceramic Bed Sheets - Clear,Home and lifestyle,30.39,45.08
SKU-12403,Derma Soothing Perfume - 150g,Health and beauty,36.45,55.16
SKU-12404,Urban Minimalist Towel Set - Grey (V66),Home and lifestyle,70.36,98.05
SKU-12405,Aero Heavy-Duty Tent - Red,Sports and travel,26.02,38.01
SKU-12406,Trek Ergonomic Travel Pillow - Blue,Sports and travel,65.71,97.73
SKU-12407,Zen Ceramic Cushion - Black,Home and lifestyle,22.52,28.2
SKU-12408,Summit Ergonomic Dumbbells - Red,Sports and travel,52.21,71.52
SKU-12409,Peak Ergonomic Tent - Neon Green,Sports and travel,10.5,13.14
SKU-12410,Cyber Fast-Charging Adapter - Grey,Electronic accessories,18.06,26.12
SKU-12411,Trek Lightweight Yoga Mat - Blue,Sports and travel,38.62,51.79
SKU-12412,Nature's Sweet Cookies - 1L,Food and beverages,3.16,4.06
SKU-12413,Eco Wireless Webcam - White (V12),Electronic accessories,71.41,101.23
SKU-12414,Active Lightweight Dumbbells - Neon Green,Sports and travel,49.37,62.14
SKU-12415,Cozy Minimalist Storage Box - Clear,Home and lifestyle,15.28,19.21
SKU-12416,Vital Natural Perfume - 200ml,Health and beauty,73.05,112.72
SKU-12417,Urban Cotton Gloves - Gold,Fashion accessories,48.59,63.76
SKU-12418,Summit Ergonomic Backpack - Neon Green,Sports and travel,5.55,8.23
SKU-12419,HomeStyle Minimalist Candle - Grey,Home and lifestyle,30.44,47.95
SKU-12420,Trendy Polarized Sunglasses - Black,Fashion accessories,52.41,70.1
SKU-12421,Cyber Portable Mouse - Red,Electronic accessories,148.21,195.62
SKU-12422,Giga Fast-Charging Cable - Silver,Electronic accessories,119.85,158.31
SKU-12423,Vital Oil-Free Deodorant - 150g,Health and beauty,11.49,15.29
SKU-12424,Cyber Bluetooth Earbuds - Blue,Electronic accessories,38.36,50.98
SKU-12425,Smart Heavy Duty Mouse - Black,Electronic accessories,78.16,113.19
SKU-12426,Summit Breathable Dumbbells - Neon Green,Sports and travel,56.61,83.53
SKU-12427,Chic Vintage Backpack - Silver,Fashion accessories,56.85,89.23
SKU-12428,Classic Rustic Towel Set - Beige,Home and lifestyle,11.91,18.98
SKU-12429,Classic Cotton Watch - Navy,Fashion accessories,23.63,30.13
SKU-12430,Ultra Heavy Duty Charger - Silver,Electronic accessories,119.42,155.68
SKU-12431,Glow Hydrating Shampoo - 50ml,Health and beauty,44.13,62.16
SKU-12432,Derma Organic Lip Balm - 200ml,Health and beauty,56.51,70.91
SKU-12433,Radiant Oil-Free Serum - 200ml (V51),Health and beauty,25.03,34.54
SKU-12434,Velocity Waterproof Yoga Mat - Red,Sports and travel,55.26,70.11
SKU-12435,Aero Compact Resistance Bands - Neon Green,Sports and travel,44.85,57.39
SKU-12436,Tasty Gluten-Free Pasta - 1L,Food and beverages,9.93,11.85
SKU-12437,Retro Polarized Gloves - Silver,Fashion accessories,5.6,7.48
SKU-12438,Classic Polarized Watch - Navy,Fashion accessories,41.3,59.82
SKU-12439,Cyber Fast-Charging Headphones - White,Electronic accessories,31.66,46.61
SKU-12440,Premium Spicy Juice - 500ml,Food and beverages,7.89,9.94
SKU-12441,Premium Gluten-Free Green Tea - 500ml,Food and beverages,10.97,13.25
SKU-12442,Pulse Wireless Keyboard - Silver,Electronic accessories,112.81,154.03
SKU-12443,Zen Minimalist Coffee Mug - Beige,Home and lifestyle,46.29,64.78
SKU-12444,Luxe Leather Gloves - Gold,Fashion accessories,54.6,84.8
SKU-12445,Smart Portable Webcam - Blue,Electronic accessories,40.22,58.51
SKU-12446,Zen Stainless Steel Cushion - Oak,Home and lifestyle,78.13,101.02
SKU-12447,Retro Denim Tie - Black (V13),Fashion accessories,15.6,22.1
SKU-12448,Eco Bluetooth Keyboard - Red,Electronic accessories,50.77,64.27
SKU-12449,Organic Gluten-Free Olive Oil - 1Kg (V43),Food and beverages,14.37,18.59
SKU-12450,Peak Waterproof Water Bottle - Grey,Sports and travel,21.95,30.19
SKU-12451,Aero Compact Yoga Mat - Black,Sports and travel,30.76,46.27
SKU-12452,Urban Wooden Picture Frame - White,Home and lifestyle,25.28,31.68
SKU-12453,Modern Rustic Candle - White,Home and lifestyle,12.81,17.45
SKU-12454,Chic Vintage Watch - Rose Gold,Fashion accessories,18.88,27.61
SKU-12455,Vogue Canvas Hat - Rose Gold,Fashion accessories,59.66,92.76
SKU-12456,Modern Stainless Steel Wall Clock - White (V58),Home and lifestyle,71.37,103.73
SKU-12457,Clear Soothing Body Wash - 100ml,Health and beauty,64.19,98.87
SKU-12458,Motion Compact Yoga Mat - Orange,Sports and travel,71.79,111.89
SKU-12459,Premium Roasted Cookies - 1L,Food and beverages,6.58,8.14
SKU-12460,EcoLiving Wooden Vase - Black,Home and lifestyle,26.74,38.72
SKU-12461,Active Waterproof Water Bottle - Neon Green,Sports and travel,10.21,13.55
SKU-12462,Smart Portable Keyboard - Grey,Electronic accessories,32.51,40.83
SKU-12463,ProFit Waterproof Sleeping Bag - Orange,Sports and travel,23.9,37.9
SKU-12464,Motion Lightweight Tent - Grey,Sports and travel,43.85,61.2
SKU-12465,Classic Silk Scarf - Black,Fashion accessories,59.29,83.99
SKU-12466,Nova Fast-Charging Webcam - White,Electronic accessories,79.79,103.05
SKU-12467,Premium Crunchy Chocolate - 250g,Food and beverages,13.31,15.77
SKU-12468,EcoLiving Rustic Storage Box - Grey (V73),Home and lifestyle,23.59,30.09
SKU-12469,Cyber Slim Power Bank - Silver,Electronic accessories,112.1,147.18
SKU-12470,Classic Rustic Cushion - Black,Home and lifestyle,65.2,85.43
SKU-12471,TechPro Mini Charger - White,Electronic accessories,88.69,124.29
SKU-12472,Ultra Wireless Mouse - Blue,Electronic accessories,21.19,28.83
SKU-12473,Pure Hydrating Serum - Travel Size,Health and beauty,50.6,66.43
SKU-12474,Velocity Heavy-Duty Dumbbells - Blue,Sports and travel,68.78,93.04
SKU-12475,Ultra Heavy Duty Charger - Blue (V60),Electronic accessories,34.45,50.85
SKU-12476,FarmFresh Gluten-Free Coffee Beans - 500g,Food and beverages,4.79,6.11
SKU-12477,TechPro Heavy Duty Mouse - Blue,Electronic accessories,140.72,170.14
SKU-12478,Zen Ceramic Candle - Black,Home and lifestyle,50.16,62.83
SKU-12479,Radiant Hydrating Shampoo - 150g,Health and beauty,47.03,65.24
SKU-12480,Organic Vegan Cereal - 500ml,Food and beverages,3.95,4.71
SKU-12481,Chic Denim Wallet - Silver,Fashion accessories,25.94,41.0
SKU-12482,Giga Portable Earbuds - Grey,Electronic accessories,53.83,80.39
SKU-12483,Aura Soothing Lip Balm - 200ml,Health and beauty,20.46,30.26
SKU-12484,Pure Natural Face Cream - Travel Size,Health and beauty,61.45,96.91
SKU-12485,ProFit Compact Resistance Bands - Blue,Sports and travel,30.65,41.04
SKU-12486,LuxeHome Ceramic Wall Clock - Clear,Home and lifestyle,36.03,48.71
SKU-12487,Nature's Roasted Olive Oil - 1L,Food and beverages,6.03,7.18
SKU-12488,Retro Leather Backpack - Silver,Fashion accessories,75.78,110.16
SKU-12489,Ultra Heavy Duty Adapter - White,Electronic accessories,77.33,102.22
SKU-12490,Tasty Vegan Honey - 500g,Food and beverages,17.06,20.51
SKU-12491,Tasty Roasted Cereal - 1Kg,Food and beverages,19.12,24.21
SKU-12492,Smart Mini Power Bank - Silver,Electronic accessories,137.35,189.34
SKU-12493,Trendy Leather Wallet - Gold,Fashion accessories,15.04,20.45
SKU-12494,Active Ergonomic Resistance Bands - Red,Sports and travel,73.71,94.77
SKU-12495,Ultra Slim Charger - Grey (V32),Electronic accessories,74.73,104.71
SKU-12496,Chic Canvas Wallet - Navy,Fashion accessories,50.69,67.89
SKU-12497,Radiant Hydrating Serum - Travel Size,Health and beauty,17.02,26.54
SKU-12498,Cyber Wireless Mouse - Red (V61),Electronic accessories,93.81,132.97
SKU-12499,Golden Sweet Pasta - Pack of 6,Food and beverages,14.18,17.64
SKU-12500,Daily Spicy Coffee Beans - 250g,Food and beverages,4.85,6.2
SKU-12501,Golden Vegan Cereal - Pack of 6,Food and beverages,3.5,4.13
SKU-12502,Organic Gluten-Free Coffee Beans - 1L,Food and beverages,1.84,2.24
SKU-12503,Modern Wooden Coffee Mug - Black,Home and lifestyle,30.87,46.87
SKU-12504,Trendy Silk Sunglasses - Gold,Fashion accessories,62.29,88.4
SKU-12505,LuxeHome Rustic Bed Sheets - Beige,Home and lifestyle,24.6,36.61
SKU-12506,Cyber Fast-Charging Earbuds - Grey (V40),Electronic accessories,146.62,181.41
SKU-12507,Active Lightweight Backpack - Red,Sports and travel,42.9,58.0
SKU-12508,Nova Wireless Adapter - Red (V9),Electronic accessories,36.96,45.94
SKU-12509,Elite Leather Sunglasses - Navy,Fashion accessories,46.11,64.12
SKU-12510,Vogue Polarized Sunglasses - Rose Gold,Fashion accessories,69.14,101.85
SKU-12511,Daily Roasted Juice - 1L,Food and beverages,18.42,23.64
SKU-12512,Organic Roasted Almonds - 500g,Food and beverages,16.4,20.28
SKU-12513,Urban Cotton Backpack - Rose Gold,Fashion accessories,17.24,26.78
SKU-12514,Velocity Heavy-Duty Jump Rope - Neon Green,Sports and travel,63.56,86.53
SKU-12515,Smart Fast-Charging Adapter - Grey,Electronic accessories,130.22,161.36
SKU-12516,Nova Portable Power Bank - Grey (V99),Electronic accessories,148.63,195.33
SKU-12517,Smart Slim Mouse - Silver,Electronic accessories,145.45,176.67
SKU-12518,FarmFresh Salted Green Tea - 500g,Food and beverages,18.86,21.92
SKU-12519,Ultra Wireless Webcam - Blue,Electronic accessories,125.33,178.14
SKU-12520,Nature's Roasted Cereal - 1Kg,Food and beverages,9.9,12.65
SKU-12521,HomeStyle Stainless Steel Candle - Beige (V68),Home and lifestyle,76.92,108.89
SKU-12522,LuxeHome Minimalist Cushion - Beige,Home and lifestyle,44.89,56.81
SKU-12523,Vogue Canvas Sunglasses - Rose Gold,Fashion accessories,43.55,56.19
SKU-12524,Eco Wireless Headphones - Grey,Electronic accessories,40.99,56.33
SKU-12525,Smart Mini Keyboard - Grey,Electronic accessories,19.52,24.96
SKU-12526,Clear Oil-Free Deodorant - 50ml (V14),Health and beauty,24.83,35.5
SKU-12527,Daily Roasted Almonds - Pack of 6,Food and beverages,4.37,5.26
SKU-12528,Nature's Gluten-Free Cereal - Pack of 6,Food and beverages,5.42,6.77
SKU-12529,Pure Roasted Green Tea - 1L,Food and beverages,1.69,2.01
SKU-12530,Premium Roasted Olive Oil - 500g,Food and beverages,1.25,1.53
SKU-12531,Aura Soothing Conditioner - 150g,Health and beauty,29.8,41.89
SKU-12532,Trek Compact Tent - Black,Sports and travel,49.99,66.31
SKU-12533,Classic Cotton Backpack - Gold,Fashion accessories,61.3,97.08
SKU-12534,Tasty Vegan Green Tea - 1L,Food and beverages,2.47,3.03
SKU-12535,Summit Heavy-Duty Jump Rope - Blue,Sports and travel,62.69,79.02
SKU-12536,Trendy Silk Wallet - Brown,Fashion accessories,29.59,38.65
SKU-12537,Vogue Silk Sunglasses - Brown,Fashion accessories,64.46,102.18
SKU-12538,LuxeHome Ceramic Coffee Mug - Beige,Home and lifestyle,16.24,20.63
SKU-12539,Urban Denim Tie - Black,Fashion accessories,28.28,38.01
SKU-12540,Tasty Vegan Olive Oil - 500ml (V16),Food and beverages,16.14,19.28
SKU-12541,Trendy Vintage Sunglasses - Navy,Fashion accessories,11.07,17.03
SKU-12542,Giga Fast-Charging Webcam - Silver,Electronic accessories,68.4,89.82
SKU-12543,Peak Heavy-Duty Jump Rope - Red,Sports and travel,25.48,34.22
SKU-12544,Classic Ceramic Picture Frame - Grey,Home and lifestyle,59.6,81.9
SKU-12545,Summit Waterproof Gym Bag - Blue,Sports and travel,52.23,66.86
SKU-12546,TechPro Slim Earbuds - Grey (V89),Electronic accessories,146.64,216.29
SKU-12547,Cyber Heavy Duty Power Bank - Silver,Electronic accessories,81.27,104.07
SKU-12548,Giga Slim Earbuds - Grey (V73),Electronic accessories,79.4,111.45
SKU-12549,Aero Heavy-Duty Resistance Bands - Black,Sports and travel,67.23,89.46
SKU-12550,Active Lightweight Resistance Bands - Red,Sports and travel,57.31,78.08
SKU-12551,Ultra Heavy Duty Charger - Red,Electronic accessories,90.55,121.11
SKU-12552,TechPro Wireless Adapter - White,Electronic accessories,109.16,133.58
SKU-12553,Cyber Fast-Charging Power Bank - Red,Electronic accessories,54.95,70.74
SKU-12554,ProFit Ergonomic Resistance Bands - Black,Sports and travel,25.09,33.52
SKU-12555,Zen Minimalist Vase - Clear,Home and lifestyle,74.17,92.88
SKU-12556,Nova Fast-Charging Keyboard - Blue,Electronic accessories,79.9,96.64
SKU-12557,Giga Heavy Duty Power Bank - Red,Electronic accessories,55.1,78.49
SKU-12558,Luxe Vintage Wallet - Black,Fashion accessories,5.12,6.4
SKU-12559,Trendy Cotton Handbag - Black,Fashion accessories,28.41,42.73
SKU-12560,Urban Rustic Storage Box - Black,Home and lifestyle,71.4,96.95
