Product_Code,Product_Name,Category,Cost_Price,Stock
SKU-12276,Pure Hydrating Perfume - Travel Size,Health and beauty,30.65,9
SKU-12277,Organic Sweet Cookies - 500g,Food and beverages,1.99,32
SKU-12278,FarmFresh Spicy Juice - 250g,Food and beverages,15.54,40
SKU-12279,Pure Vitamin C Face Cream - 100ml,Health and beauty,37.9,6
SKU-12280,Summit Compact Backpack - Neon Green,Sports and travel,45.03,25
SKU-12281,FarmFresh Crunchy Cereal - Pack of 6,Food and beverages,5.2,5
SKU-12282,Cozy Ceramic Table Lamp - White,Home and lifestyle,15.88,12
SKU-12283,Golden Gluten-Free Chocolate - 250g,Food and beverages,9.18,141
SKU-12284,Velocity Waterproof Sleeping Bag - Neon Green,Sports and travel,45.24,15
SKU-12285,Motion Lightweight Jump Rope - Neon Green,Sports and travel,39.44,20
SKU-12286,Nova Portable Webcam - Black (V97),Electronic accessories,90.06,27
SKU-12287,Daily Crunchy Honey - 250g,Food and beverages,7.46,12
SKU-12288,Essence Anti-Aging Serum - Pack of 2,Health and beauty,60.05,25
SKU-12289,LuxeHome Minimalist Picture Frame - Grey (V26),Home and lifestyle,44.33,10
SKU-12290,Eco Portable Webcam - Black,Electronic accessories,18.55,11
SKU-12291,Velocity Waterproof Gym Bag - Orange,Sports and travel,40.79,159
SKU-12292,Modern Ceramic Wall Clock - Grey,Home and lifestyle,31.83,19
SKU-12293,Chic Polarized Wallet - Navy,Fashion accessories,59.98,21
SKU-12294,Retro Leather Gloves - Black,Fashion accessories,73.64,12
SKU-12295,Pure Salted Pasta - 250g,Food and beverages,11.69,274
SKU-12296,Nature's Gluten-Free Cookies - 500ml,Food and beverages,9.79,223
SKU-12297,Trendy Silk Wallet - Rose Gold,Fashion accessories,59.28,22
SKU-12298,Nova Fast-Charging Power Bank - Silver,Electronic accessories,108.51,11
SKU-12299,Golden Salted Almonds - 250g,Food and beverages,8.62,197
SKU-12300,TechPro Fast-Charging Power Bank - Black,Electronic accessories,111.45,228
SKU-12301,Velocity Lightweight Yoga Mat - Black,Sports and travel,18.07,4
SKU-12302,Chic Leather Hat - Rose Gold,Fashion accessories,37.11,12
SKU-12303,Nova Heavy Duty Webcam - Black,Electronic accessories,101.6,3
SKU-12304,Elite Denim Scarf - Gold,Fashion accessories,46.92,43
SKU-12305,Organic Roasted Green Tea - 500ml,Food and beverages,1.85,50
SKU-12306,Velocity Durable Gym Bag - Neon Green,Sports and travel,17.71,57
SKU-12307,Motion Heavy-Duty Dumbbells - Neon Green,Sports and travel,44.75,29
SKU-12308,Active Durable Sleeping Bag - Grey,Sports and travel,47.95,25
SKU-12309,Classic Minimalist Vase - Clear,Home and lifestyle,16.94,9
SKU-12310,ProFit Compact Dumbbells - Red,Sports and travel,68.46,35
SKU-12311,Retro Polarized Tie - Silver,Fashion accessories,10.72,12
SKU-12312,Pure Vitamin C Conditioner - 50ml,Health and beauty,42.01,22
SKU-12313,Motion Ergonomic Gym Bag - Black,Sports and travel,25.64,15
SKU-12314,HomeStyle Glass Bed Sheets - White,Home and lifestyle,7.66,2363
SKU-12315,ProFit Durable Travel Pillow - Grey (V63),Sports and travel,79.22,5029
SKU-12316,Cyber Portable Headphones - Silver,Electronic accessories,47.78,1120
SKU-12317,Urban Leather Backpack - Silver,Fashion accessories,57.45,1556
SKU-12318,Vogue Vintage Hat - Rose Gold,Fashion accessories,31.51,41
SKU-12319,Luxe Leather Wallet - Black,Fashion accessories,68.21,14
SKU-12320,Peak Heavy-Duty Sleeping Bag - Neon Green,Sports and travel,26.17,11
SKU-12321,Pure Natural Lip Balm - 200ml,Health and beauty,11.67,4
SKU-12322,Cyber Fast-Charging Earbuds - Red,Electronic accessories,99.95,6
SKU-12323,Cyber Slim Mouse - Black,Electronic accessories,117.8,12
SKU-12324,Vogue Leather Wallet - Black,Fashion accessories,16.99,12
SKU-12325,HomeStyle Ceramic Bed Sheets - Clear,Home and lifestyle,66.94,11
SKU-12326,Classic Polarized Sunglasses - Navy (V7),Fashion accessories,22.63,8
SKU-12327,ProFit Compact Travel Pillow - Blue,Sports and travel,50.4,25
SKU-12328,Glow Anti-Aging Sunscreen - 200ml (V67),Health and beauty,14.48,11
SKU-12329,Essence Soothing Body Lotion - 200ml,Health and beauty,75.69,24
SKU-12330,Pulse Wireless Webcam - Black,Electronic accessories,88.49,39
SKU-12331,Golden Roasted Cereal - 500ml,Food and beverages,3.83,14
SKU-12332,Pulse Fast-Charging Earbuds - Red,Electronic accessories,133.78,450
SKU-12333,Organic Crunchy Chocolate - Pack of 6,Food and beverages,15.65,4
SKU-12334,Derma Organic Perfume - 200ml,Health and beauty,11.76,2
SKU-12335,Nova Heavy Duty Keyboard - Grey,Electronic accessories,15.24,2
SKU-12336,Smart Slim Cable - Blue,Electronic accessories,136.65,6
SKU-12337,Vogue Vintage Wallet - Brown,Fashion accessories,76.62,36
SKU-12338,Eco Heavy Duty Speaker - Blue,Electronic accessories,128.31,9
SKU-12339,Elite Silk Tie - Navy,Fashion accessories,45.94,330
SKU-12340,Tasty Salted Almonds - 250g (V82),Food and beverages,4.58,2
SKU-12341,Luxe Denim Wallet - Navy,Fashion accessories,35.94,6
SKU-12342,Chic Polarized Gloves - Rose Gold,Fashion accessories,46.6,1
SKU-12343,Cyber Fast-Charging Earbuds - Red (V70),Electronic accessories,50.41,12
SKU-12344,Urban Wooden Towel Set - Oak,Home and lifestyle,74.22,10
SKU-12345,LuxeHome Glass Candle - Clear (V98),Home and lifestyle,10.49,4
SKU-12346,Elite Leather Watch - Gold (V67),Fashion accessories,12.58,24
SKU-12347,Trendy Denim Tie - Black,Fashion accessories,66.25,12
SKU-12348,Essence Hydrating Perfume - 50ml,Health and beauty,32.7,31
SKU-12349,Retro Canvas Sunglasses - Silver,Fashion accessories,13.72,27
SKU-12350,Golden Sweet Almonds - 250g,Food and beverages,13.76,3
SKU-12351,Golden Vegan Honey - 1L,Food and beverages,13.73,2
SKU-12352,Nova Wireless Speaker - Grey,Electronic accessories,83.46,22
SKU-12353,Urban Silk Hat - Navy,Fashion accessories,65.97,26
SKU-12354,FarmFresh Sweet Cereal - 500ml,Food and beverages,18.77,21
SKU-12355,Cozy Wooden Coffee Mug - Oak,Home and lifestyle,61.63,10
SKU-12356,FarmFresh Roasted Honey - 1Kg,Food and beverages,13.03,1
SKU-12357,Active Lightweight Jump Rope - Blue,Sports and travel,65.6,36
SKU-12358,Eco Mini Mouse - Blue,Electronic accessories,47.14,27
SKU-12359,Active Waterproof Dumbbells - Neon Green,Sports and travel,42.24,26
SKU-12360,Urban Minimalist Vase - Clear,Home and lifestyle,78.72,132
SKU-12361,Classic Cotton Wall Clock - Clear (V22),Home and lifestyle,77.85,1
SKU-12362,Tasty Roasted Almonds - 1L,Food and beverages,1.88,4
SKU-12363,Daily Sweet Honey - 1Kg (V50),Food and beverages,4.04,40
SKU-12364,Pure Vegan Honey - Pack of 6,Food and beverages,7.93,48
SKU-12365,Nova Heavy Duty Mouse - Black,Electronic accessories,39.16,63
SKU-12366,Modern Minimalist Picture Frame - Clear,Home and lifestyle,77.76,8
SKU-12367,Nova Wireless Adapter - Blue,Electronic accessories,115.36,9
SKU-12368,Organic Vegan Coffee Beans - 500g,Food and beverages,9.53,5
SKU-12369,Clear Natural Lip Balm - Travel Size,Health and beauty,56.25,28
SKU-12370,Derma Vitamin C Face Cream - 150g,Health and beauty,18.77,31
SKU-12371,Chic Denim Hat - Brown,Fashion accessories,28.25,3
SKU-12372,Aero Lightweight Travel Pillow - Red,Sports and travel,60.54,13
SKU-12373,Motion Durable Water Bottle - Blue (V53),Sports and travel,29.05,6
SKU-12374,Aero Waterproof Resistance Bands - Neon Green,Sports and travel,24.21,3
SKU-12375,Urban Rustic Picture Frame - Grey,Home and lifestyle,59.02,423
SKU-12376,LuxeHome Glass Coffee Mug - White,Home and lifestyle,62.85,884
SKU-12377,LuxeHome Minimalist Candle - Clear,Home and lifestyle,15.84,2
SKU-12378,Velocity Heavy-Duty Travel Pillow - Grey,Sports and travel,35.92,9
SKU-12379,Daily Vegan Pasta - 500ml,Food and beverages,7.32,12
SKU-12380,Smart Fast-Charging Headphones - Blue,Electronic accessories,29.94,10
SKU-12381,Pure Spicy Pasta - 250g (V41),Food and beverages,14.57,14
SKU-12382,Luxe Leather Gloves - Rose Gold,Fashion accessories,15.15,5
SKU-12383,Motion Compact Jump Rope - Red,Sports and travel,62.67,7
SKU-12384,Radiant Soothing Body Wash - 200ml,Health and beauty,11.02,11
SKU-12385,Pure Oil-Free Perfume - 200ml,Health and beauty,9.94,11
SKU-12386,Classic Cotton Gloves - Rose Gold (V20),Fashion accessories,41.49,11
SKU-12387,Urban Wooden Coffee Mug - Black,Home and lifestyle,66.53,8
SKU-12388,Essence Organic Face Cream - Travel Size,Health and beauty,69.23,11
SKU-12389,Pure Hydrating Shampoo - Pack of 2,Health and beauty,17.37,3
SKU-12390,Trek Heavy-Duty Dumbbells - Grey,Sports and travel,62.6,3
SKU-12391,Trendy Cotton Tie - Silver,Fashion accessories,28.44,3
SKU-12392,Elite Leather Scarf - Silver,Fashion accessories,59.67,10
SKU-12393,Nova Portable Power Bank - Black,Electronic accessories,61.12,17
SKU-12394,Vogue Leather Scarf - Brown,Fashion accessories,49.92,3
SKU-12395,Glow Anti-Aging Body Lotion - Travel Size,Health and beauty,64.23,6
SKU-12396,Organic Gluten-Free Olive Oil - 1Kg,Food and beverages,5.45,27
SKU-12397,Vogue Canvas Belt - Navy,Fashion accessories,63.99,5
SKU-12398,HomeStyle Minimalist Candle - White,Home and lifestyle,31.3,6
SKU-12399,Radiant Oil-Free Lip Balm - 100ml,Health and beauty,17.93,12
SKU-12400,Clear Hydrating Conditioner - 200ml,Health and beauty,70.64,3
SKU-12401,Vital Anti-Aging Serum - Travel Size,Health and beauty,49.87,14
SKU-12402,EcoLiving Ceramic Bed Sheets - Clear,Home and lifestyle,30.39,4
SKU-12403,Derma Soothing Perfume - 150g,Health and beauty,36.45,4
SKU-12404,Urban Minimalist Towel Set - Grey (V66),Home and lifestyle,70.36,12
SKU-12405,Aero Heavy-Duty Tent - Red,Sports and travel,26.02,4
SKU-12406,Trek Ergonomic Travel Pillow - Blue,Sports and travel,65.71,12
SKU-12407,Zen Ceramic Cushion - Black,Home and lifestyle,22.52,2
SKU-12408,Summit Ergonomic Dumbbells - Red,Sports and travel,52.21,28
SKU-12409,Peak Ergonomic Tent - Neon Green,Sports and travel,10.5,11
SKU-12410,Cyber Fast-Charging Adapter - Grey,Electronic accessories,18.06,26
SKU-12411,Trek Lightweight Yoga Mat - Blue,Sports and travel,38.62,3
SKU-12412,Nature's Sweet Cookies - 1L,Food and beverages,3.16,6
SKU-12413,Eco Wireless Webcam - White (V12),Electronic accessories,71.41,8
SKU-12414,Active Lightweight Dumbbells - Neon Green,Sports and travel,49.37,3
SKU-12415,Cozy Minimalist Storage Box - Clear,Home and lifestyle,15.28,9
SKU-12416,Vital Natural Perfume - 200ml,Health and beauty,73.05,3
SKU-12417,Urban Cotton Gloves - Gold,Fashion accessories,48.59,3
SKU-12418,Summit Ergonomic Backpack - Neon Green,Sports and travel,5.55,15
SKU-12419,HomeStyle Minimalist Candle - Grey,Home and lifestyle,30.44,6
SKU-12420,Trendy Polarized Sunglasses - Black,Fashion accessories,52.41,2
SKU-12421,Cyber Portable Mouse - Red,Electronic accessories,148.21,79
SKU-12422,Giga Fast-Charging Cable - Silver,Electronic accessories,119.85,24
SKU-12423,Vital Oil-Free Deodorant - 150g,Health and beauty,11.49,3
SKU-12424,Cyber Bluetooth Earbuds - Blue,Electronic accessories,38.36,'-1
SKU-12425,Smart Heavy Duty Mouse - Black,Electronic accessories,78.16,82
SKU-12426,Summit Breathable Dumbbells - Neon Green,Sports and travel,56.61,30
SKU-12427,Chic Vintage Backpack - Silver,Fashion accessories,56.85,13
SKU-12428,Classic Rustic Towel Set - Beige,Home and lifestyle,11.91,1
SKU-12429,Classic Cotton Watch - Navy,Fashion accessories,23.63,3
SKU-12430,Ultra Heavy Duty Charger - Silver,Electronic accessories,119.42,23
SKU-12431,Glow Hydrating Shampoo - 50ml,Health and beauty,44.13,25
SKU-12432,Derma Organic Lip Balm - 200ml,Health and beauty,56.51,2
SKU-12433,Radiant Oil-Free Serum - 200ml (V51),Health and beauty,25.03,32
SKU-12434,Velocity Waterproof Yoga Mat - Red,Sports and travel,55.26,9
SKU-12435,Aero Compact Resistance Bands - Neon Green,Sports and travel,44.85,8
SKU-12436,Tasty Gluten-Free Pasta - 1L,Food and beverages,9.93,5
SKU-12437,Retro Polarized Gloves - Silver,Fashion accessories,5.6,6
SKU-12438,Classic Polarized Watch - Navy,Fashion accessories,41.3,30
SKU-12439,Cyber Fast-Charging Headphones - White,Electronic accessories,31.66,1
SKU-12440,Premium Spicy Juice - 500ml,Food and beverages,7.89,6
SKU-12441,Premium Gluten-Free Green Tea - 500ml,Food and beverages,10.97,2
SKU-12442,Pulse Wireless Keyboard - Silver,Electronic accessories,112.81,6
SKU-12443,Zen Minimalist Coffee Mug - Beige,Home and lifestyle,46.29,11
SKU-12444,Luxe Leather Gloves - Gold,Fashion accessories,54.6,10
SKU-12445,Smart Portable Webcam - Blue,Electronic accessories,40.22,11
SKU-12446,Zen Stainless Steel Cushion - Oak,Home and lifestyle,78.13,2
SKU-12447,Retro Denim Tie - Black (V13),Fashion accessories,15.6,9
SKU-12448,Eco Bluetooth Keyboard - Red,Electronic accessories,50.77,16
SKU-12449,Organic Gluten-Free Olive Oil - 1Kg (V43),Food and beverages,14.37,16
SKU-12450,Peak Waterproof Water Bottle - Grey,Sports and travel,21.95,15
SKU-12451,Aero Compact Yoga Mat - Black,Sports and travel,30.76,123
SKU-12452,Urban Wooden Picture Frame - White,Home and lifestyle,25.28,14
SKU-12453,Modern Rustic Candle - White,Home and lifestyle,12.81,1
SKU-12454,Chic Vintage Watch - Rose Gold,Fashion accessories,18.88,1
SKU-12455,Vogue Canvas Hat - Rose Gold,Fashion accessories,59.66,4
SKU-12456,Modern Stainless Steel Wall Clock - White (V58),Home and lifestyle,71.37,9
SKU-12457,Clear Soothing Body Wash - 100ml,Health and beauty,64.19,12
SKU-12458,Motion Compact Yoga Mat - Orange,Sports and travel,71.79,14
SKU-12459,Premium Roasted Cookies - 1L,Food and beverages,6.58,7
SKU-12460,EcoLiving Wooden Vase - Black,Home and lifestyle,26.74,9
SKU-12461,Active Waterproof Water Bottle - Neon Green,Sports and travel,10.21,1
SKU-12462,Smart Portable Keyboard - Grey,Electronic accessories,32.51,34
SKU-12463,ProFit Waterproof Sleeping Bag - Orange,Sports and travel,23.9,10
SKU-12464,Motion Lightweight Tent - Grey,Sports and travel,43.85,11
SKU-12465,Classic Silk Scarf - Black,Fashion accessories,59.29,3
SKU-12466,Nova Fast-Charging Webcam - White,Electronic accessories,79.79,45
SKU-12467,Premium Crunchy Chocolate - 250g,Food and beverages,13.31,289
SKU-12468,EcoLiving Rustic Storage Box - Grey (V73),Home and lifestyle,23.59,6
SKU-12469,Cyber Slim Power Bank - Silver,Electronic accessories,112.1,6
SKU-12470,Classic Rustic Cushion - Black,Home and lifestyle,65.2,3
SKU-12471,TechPro Mini Charger - White,Electronic accessories,88.69,5
SKU-12472,Ultra Wireless Mouse - Blue,Electronic accessories,21.19,17.205
SKU-12473,Pure Hydrating Serum - Travel Size,Health and beauty,50.6,11
SKU-12474,Velocity Heavy-Duty Dumbbells - Blue,Sports and travel,68.78,44
SKU-12475,Ultra Heavy Duty Charger - Blue (V60),Electronic accessories,34.45,42
SKU-12476,FarmFresh Gluten-Free Coffee Beans - 500g,Food and beverages,4.79,5
SKU-12477,TechPro Heavy Duty Mouse - Blue,Electronic accessories,140.72,20
SKU-12478,Zen Ceramic Candle - Black,Home and lifestyle,50.16,12
SKU-12479,Radiant Hydrating Shampoo - 150g,Health and beauty,47.03,12
SKU-12480,Organic Vegan Cereal - 500ml,Food and beverages,3.95,10
SKU-12481,Chic Denim Wallet - Silver,Fashion accessories,25.94,11
SKU-12482,Giga Portable Earbuds - Grey,Electronic accessories,53.83,10
SKU-12483,Aura Soothing Lip Balm - 200ml,Health and beauty,20.46,30
SKU-12484,Pure Natural Face Cream - Travel Size,Health and beauty,61.45,140
SKU-12485,ProFit Compact Resistance Bands - Blue,Sports and travel,30.65,13
SKU-12486,LuxeHome Ceramic Wall Clock - Clear,Home and lifestyle,36.03,59
SKU-12487,Nature's Roasted Olive Oil - 1L,Food and beverages,6.03,5
SKU-12488,Retro Leather Backpack - Silver,Fashion accessories,75.78,12
SKU-12489,Ultra Heavy Duty Adapter - White,Electronic accessories,77.33,2
SKU-12490,Tasty Vegan Honey - 500g,Food and beverages,17.06,1
SKU-12491,Tasty Roasted Cereal - 1Kg,Food and beverages,19.12,10
SKU-12492,Smart Mini Power Bank - Silver,Electronic accessories,137.35,'-1
SKU-12493,Trendy Leather Wallet - Gold,Fashion accessories,15.04,1
SKU-12494,Active Ergonomic Resistance Bands - Red,Sports and travel,73.71,1
SKU-12495,Ultra Slim Charger - Grey (V32),Electronic accessories,74.73,2
SKU-12496,Chic Canvas Wallet - Navy,Fashion accessories,50.69,1
SKU-12497,Radiant Hydrating Serum - Travel Size,Health and beauty,17.02,2
SKU-12498,Cyber Wireless Mouse - Red (V61),Electronic accessories,93.81,6
SKU-12499,Golden Sweet Pasta - Pack of 6,Food and beverages,14.18,7
SKU-12500,Daily Spicy Coffee Beans - 250g,Food and beverages,4.85,9
SKU-12501,Golden Vegan Cereal - Pack of 6,Food and beverages,3.5,2
SKU-12502,Organic Gluten-Free Coffee Beans - 1L,Food and beverages,1.84,103
SKU-12503,Modern Wooden Coffee Mug - Black,Home and lifestyle,30.87,70
SKU-12504,Trendy Silk Sunglasses - Gold,Fashion accessories,62.29,2
SKU-12505,LuxeHome Rustic Bed Sheets - Beige,Home and lifestyle,24.6,2
SKU-12506,Cyber Fast-Charging Earbuds - Grey (V40),Electronic accessories,146.62,5
SKU-12507,Active Lightweight Backpack - Red,Sports and travel,42.9,6
SKU-12508,Nova Wireless Adapter - Red (V9),Electronic accessories,36.96,5
SKU-12509,Elite Leather Sunglasses - Navy,Fashion accessories,46.11,5
SKU-12510,Vogue Polarized Sunglasses - Rose Gold,Fashion accessories,69.14,5
SKU-12511,Daily Roasted Juice - 1L,Food and beverages,18.42,4
SKU-12512,Organic Roasted Almonds - 500g,Food and beverages,16.4,6
SKU-12513,Urban Cotton Backpack - Rose Gold,Fashion accessories,17.24,38
SKU-12514,Velocity Heavy-Duty Jump Rope - Neon Green,Sports and travel,63.56,1
SKU-12515,Smart Fast-Charging Adapter - Grey,Electronic accessories,130.22,18
SKU-12516,Nova Portable Power Bank - Grey (V99),Electronic accessories,148.63,21
SKU-12517,Smart Slim Mouse - Silver,Electronic accessories,145.45,137
SKU-12518,FarmFresh Salted Green Tea - 500g,Food and beverages,18.86,24
SKU-12519,Ultra Wireless Webcam - Blue,Electronic accessories,125.33,17
SKU-12520,Nature's Roasted Cereal - 1Kg,Food and beverages,9.9,115
SKU-12521,HomeStyle Stainless Steel Candle - Beige (V68),Home and lifestyle,76.92,7
SKU-12522,LuxeHome Minimalist Cushion - Beige,Home and lifestyle,44.89,5
SKU-12523,Vogue Canvas Sunglasses - Rose Gold,Fashion accessories,43.55,2
SKU-12524,Eco Wireless Headphones - Grey,Electronic accessories,40.99,33
SKU-12525,Smart Mini Keyboard - Grey,Electronic accessories,19.52,3
SKU-12526,Clear Oil-Free Deodorant - 50ml (V14),Health and beauty,24.83,194
SKU-12527,Daily Roasted Almonds - Pack of 6,Food and beverages,4.37,32
SKU-12528,Nature's Gluten-Free Cereal - Pack of 6,Food and beverages,5.42,87
SKU-12529,Pure Roasted Green Tea - 1L,Food and beverages,1.69,12
SKU-12530,Premium Roasted Olive Oil - 500g,Food and beverages,1.25,16
SKU-12531,Aura Soothing Conditioner - 150g,Health and beauty,29.8,12
SKU-12532,Trek Compact Tent - Black,Sports and travel,49.99,8
SKU-12533,Classic Cotton Backpack - Gold,Fashion accessories,61.3,171
SKU-12534,Tasty Vegan Green Tea - 1L,Food and beverages,2.47,64
SKU-12535,Summit Heavy-Duty Jump Rope - Blue,Sports and travel,62.69,2
SKU-12536,Trendy Silk Wallet - Brown,Fashion accessories,29.59,15
SKU-12537,Vogue Silk Sunglasses - Brown,Fashion accessories,64.46,3
SKU-12538,LuxeHome Ceramic Coffee Mug - Beige,Home and lifestyle,16.24,45
SKU-12539,Urban Denim Tie - Black,Fashion accessories,28.28,47
SKU-12540,Tasty Vegan Olive Oil - 500ml (V16),Food and beverages,16.14,22
SKU-12541,Trendy Vintage Sunglasses - Navy,Fashion accessories,11.07,30
SKU-12542,Giga Fast-Charging Webcam - Silver,Electronic accessories,68.4,14
SKU-12543,Peak Heavy-Duty Jump Rope - Red,Sports and travel,25.48,12
SKU-12544,Classic Ceramic Picture Frame - Grey,Home and lifestyle,59.6,14
SKU-12545,Summit Waterproof Gym Bag - Blue,Sports and travel,52.23,7
SKU-12546,TechPro Slim Earbuds - Grey (V89),Electronic accessories,146.64,47
SKU-12547,Cyber Heavy Duty Power Bank - Silver,Electronic accessories,81.27,12
SKU-12548,Giga Slim Earbuds - Grey (V73),Electronic accessories,79.4,49
SKU-12549,Aero Heavy-Duty Resistance Bands - Black,Sports and travel,67.23,21
SKU-12550,Active Lightweight Resistance Bands - Red,Sports and travel,57.31,'-15
SKU-12551,Ultra Heavy Duty Charger - Red,Electronic accessories,90.55,12
SKU-12552,TechPro Wireless Adapter - White,Electronic accessories,109.16,5
SKU-12553,Cyber Fast-Charging Power Bank - Red,Electronic accessories,54.95,18
SKU-12554,ProFit Ergonomic Resistance Bands - Black,Sports and travel,25.09,2890
SKU-12555,Zen Minimalist Vase - Clear,Home and lifestyle,74.17,17
SKU-12556,Nova Fast-Charging Keyboard - Blue,Electronic accessories,79.9,5
SKU-12557,Giga Heavy Duty Power Bank - Red,Electronic accessories,55.1,4
SKU-12558,Luxe Vintage Wallet - Black,Fashion accessories,5.12,97
SKU-12559,Trendy Cotton Handbag - Black,Fashion accessories,28.41,5
SKU-12560,Urban Rustic Storage Box - Black,Home and lifestyle,71.4,2
SKU-12561,Nova Slim Cable - Grey,Electronic accessories,74.72,4
SKU-12562,Golden Roasted Chocolate - 500g,Food and beverages,10.25,1
SKU-12563,Velocity Waterproof Yoga Mat - Neon Green,Sports and travel,69.16,10
SKU-12564,Classic Vintage Watch - Silver,Fashion accessories,78.47,6
SKU-12565,Giga Wireless Adapter - Black,Electronic accessories,55.6,2
SKU-12566,Golden Gluten-Free Chocolate - 500ml,Food and beverages,19.66,2
SKU-12567,Pulse Mini Mouse - Red,Electronic accessories,52.22,2
SKU-12568,FarmFresh Roasted Cookies - Pack of 6,Food and beverages,15.97,4
SKU-12569,Glow Vitamin C Serum - Travel Size,Health and beauty,55.63,5
SKU-12570,Aura Vitamin C Conditioner - 200ml,Health and beauty,56.92,3
SKU-12571,ProFit Breathable Gym Bag - Grey,Sports and travel,27.51,2
SKU-12572,Vogue Vintage Belt - Gold,Fashion accessories,36.71,6
SKU-12573,Essence Organic Perfume - 200ml,Health and beauty,15.66,96
SKU-12574,Clear Organic Serum - Travel Size,Health and beauty,36.18,19
SKU-12575,Chic Denim Backpack - Gold (V70),Fashion accessories,56.86,8
SKU-12576,HomeStyle Stainless Steel Wall Clock - White,Home and lifestyle,12.27,6
SKU-12577,Urban Silk Gloves - Rose Gold,Fashion accessories,41.88,24
SKU-12578,Essence Soothing Lip Balm - 200ml,Health and beauty,48.36,16
SKU-12579,Velocity Heavy-Duty Tent - Orange,Sports and travel,72.17,4
SKU-12580,Modern Glass Table Lamp - White,Home and lifestyle,57.43,18
SKU-12581,Active Compact Travel Pillow - Neon Green,Sports and travel,62.78,451
SKU-12582,Pulse Mini Webcam - White,Electronic accessories,95.25,1
SKU-12583,Tasty Salted Olive Oil - 250g,Food and beverages,12.3,9
SKU-12584,Trendy Denim Tie - Gold,Fashion accessories,28.81,84
SKU-12585,Golden Spicy Cookies - Pack of 6,Food and beverages,3.19,10
SKU-12586,Eco Wireless Keyboard - Silver,Electronic accessories,31.81,10
SKU-12587,Derma Organic Conditioner - Pack of 2,Health and beauty,64.03,12
SKU-12588,Giga Heavy Duty Power Bank - Blue,Electronic accessories,111.06,7
SKU-12589,Pure Vitamin C Body Wash - 200ml,Health and beauty,73.89,5
SKU-12590,Cozy Cotton Storage Box - Clear,Home and lifestyle,34.64,2
SKU-12591,Chic Denim Tie - Black,Fashion accessories,50.3,23
SKU-12592,Derma Soothing Lip Balm - 100ml (V50),Health and beauty,67.63,5
SKU-12593,Velocity Lightweight Jump Rope - Black,Sports and travel,49.14,3
SKU-12594,Chic Silk Gloves - Rose Gold,Fashion accessories,54,21
SKU-12595,Organic Gluten-Free Green Tea - Pack of 6,Food and beverages,18.45,15
SKU-12596,Daily Crunchy Olive Oil - 500ml (V83),Food and beverages,18.11,12
SKU-12597,Luxe Silk Backpack - Rose Gold (V91),Fashion accessories,34.72,4
SKU-12598,Luxe Leather Handbag - Silver,Fashion accessories,26.06,8
SKU-12599,Premium Vegan Coffee Beans - 500ml,Food and beverages,15.96,3
SKU-12600,Urban Minimalist Cushion - Oak,Home and lifestyle,54.87,4
SKU-12601,Aero Durable Resistance Bands - Red,Sports and travel,40.01,7
SKU-12602,Glow Vitamin C Sunscreen - 150g,Health and beauty,74.46,46
SKU-12603,Pulse Bluetooth Speaker - White,Electronic accessories,37.31,7
SKU-12604,LuxeHome Minimalist Bed Sheets - Beige,Home and lifestyle,76.37,3
SKU-12605,Golden Salted Juice - 500g,Food and beverages,9.73,7
SKU-12606,Organic Salted Green Tea - 500ml,Food and beverages,11.61,6
SKU-12607,Vogue Polarized Gloves - Brown,Fashion accessories,42.27,5
SKU-12608,HomeStyle Wooden Vase - Beige (V85),Home and lifestyle,45.1,4
SKU-12609,Glow Oil-Free Perfume - 150g,Health and beauty,36.57,20
SKU-12610,Eco Slim Headphones - Silver,Electronic accessories,30.49,3
SKU-12611,Cyber Portable Headphones - Silver (V13),Electronic accessories,103,3
SKU-12612,Summit Heavy-Duty Gym Bag - Red,Sports and travel,44.45,2
SKU-12613,ProFit Heavy-Duty Tent - Red,Sports and travel,28.36,3
SKU-12614,Luxe Polarized Wallet - Brown,Fashion accessories,67.85,1
SKU-12615,Pure Vegan Juice - 1Kg,Food and beverages,4.25,20
SKU-12616,Premium Sweet Coffee Beans - 500ml,Food and beverages,12.88,6
SKU-12617,Nova Heavy Duty Cable - Silver,Electronic accessories,15.43,1
SKU-12618,Vogue Silk Sunglasses - Gold (V42),Fashion accessories,21.17,4
SKU-12619,Aura Organic Face Cream - Pack of 2,Health and beauty,59.67,32
SKU-12620,Classic Ceramic Vase - Grey,Home and lifestyle,53.87,26
SKU-12621,Tasty Crunchy Pasta - 1Kg,Food and beverages,13.12,35
SKU-12622,Aero Compact Gym Bag - Blue,Sports and travel,53.02,24
SKU-12623,Organic Roasted Almonds - 500ml (V54),Food and beverages,19.67,29
SKU-12624,Cozy Cotton Table Lamp - Black,Home and lifestyle,54.89,9
SKU-12625,Luxe Denim Handbag - Rose Gold,Fashion accessories,9.93,5
SKU-12626,Elite Leather Watch - Black,Fashion accessories,34.64,6
SKU-12627,HomeStyle Stainless Steel Coffee Mug - Black,Home and lifestyle,10.13,6
SKU-12628,Essence Vitamin C Shampoo - 50ml,Health and beauty,6.02,6
SKU-12629,Cozy Glass Table Lamp - Grey,Home and lifestyle,57.82,8
SKU-12630,Pure Anti-Aging Body Lotion - 200ml (V97),Health and beauty,72.8,2
SKU-12631,Summit Waterproof Travel Pillow - Grey,Sports and travel,76.21,2
